id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2021-1094066,2021-02-01,1,Vente,220000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,262,76.92,,,,,,,,,1,2,Appartement,77.00,4,,,,,,-1.7643690,43.3606700,000AO
2021-1094069,2021-02-23,1,Vente,195100,48,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AO0027,,,103,,,,,,,,,,1,2,Appartement,50.00,3,,,,,,-1.7669120,43.3593450,000AO
2021-1094071,2021-02-17,1,Vente,156330,9005,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD1456,,,204,,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7520340,43.3720730,000AD
2021-1094122,2021-01-28,1,Vente,210000,58,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AO0016,,,28,55.88,,,,,,,,,1,2,Appartement,54.00,3,,,,,,-1.7664540,43.3600740,000AO
2021-1094127,2021-02-04,1,Vente,154400,1,,RUE DU JAIZQUIBEL,1240,64700,64260,Hendaye,64,,,64260000AM0611,,,328,39.56,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7733820,43.3590770,000AM
2021-1094152,2021-02-11,1,Vente,235000,44,,RUE DE BARRANDEGUY,265,64700,64260,Hendaye,64,,,64260000AN0672,,,18,64.81,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7676880,43.3566590,000AN
2021-1094176,2021-02-15,1,Vente,135000,1,,RUE DU LAVOIR,1340,64700,64260,Hendaye,64,,,64260000AM0603,,,2,29.42,,,,,,,,,1,2,Appartement,29.00,1,,,,,,-1.7711680,43.3588480,000AM
2021-1094234,2021-02-25,1,Vente,130000,17,,RUE D IRUN,1210,64700,64260,Hendaye,64,,,64260000AV0418,,,167,30.03,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7729710,43.3729960,000AV
2021-1094245,2021-02-22,1,Vente,206110,1,,RUE DOLEAC,740,64700,64260,Hendaye,64,,,64260000AL0166,,,3,77.51,,,,,,,,,1,2,Appartement,76.00,3,,,,,,-1.7804700,43.3524680,000AL
2021-1094253,2021-02-26,1,Vente,436000,9001,,RUE MARCEL PAUL,1445,64700,64260,Hendaye,64,,,64260000AK0525,,,375,128.20,,,,,,,,,1,2,Appartement,131.00,5,,,,,,-1.7758670,43.3526690,000AK
2021-1094258,2021-02-08,1,Vente,245160,7,,RUE DU 19 MARS 1962,735,64700,64260,Hendaye,64,,,64260000AN0278,,,1,77.92,,,,,,,,,1,2,Appartement,65.00,5,,,,,,-1.7714320,43.3553680,000AN
2021-1094326,2021-02-16,1,Vente,338110,107,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AX0027,,,31,70.30,,,,,,,,,1,2,Appartement,90.00,4,,,,,,-1.7821910,43.3719270,000AX
2021-1094331,2021-03-05,1,Vente,318250,18,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AP0021,,,11,54.45,,,,,,,,,1,2,Appartement,56.00,2,,,,,,-1.7693760,43.3647270,000AP
2021-1094336,2021-03-04,1,Vente,64500,8,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AV0071,,,9,14.27,,,,,,,,,1,2,Appartement,13.00,1,,,,,,-1.7701360,43.3714460,000AV
2021-1094358,2021-03-05,1,Vente,591000,20,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0069,,,,,,,,,,,,,0,2,Appartement,131.00,4,S,sols,,,559.00,-1.7783080,43.3536620,000AL
2021-1094358,2021-03-05,1,Vente,591000,20,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0069,,,,,,,,,,,,,0,2,Appartement,170.00,3,S,sols,,,559.00,-1.7783080,43.3536620,000AL
2021-1094390,2021-03-02,1,Vente,318880,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,68,68.67,,,,,,,,,1,2,Appartement,57.00,3,,,,,,-1.7458800,43.3748420,000AB
2021-1094439,2021-03-10,1,Vente,90000,33,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0512,,,33,24.15,,,,,,,,,1,2,Appartement,25.00,2,,,,,,-1.7795510,43.3501290,000AK
2021-1094442,2021-01-20,1,Vente,183766,26,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0516,,,3,57.21,6,,,,,,,,2,2,Appartement,55.00,3,,,,,,-1.7786580,43.3535050,000AL
2021-1094447,2021-03-05,1,Vente,119000,25,,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0588,,,88,,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7563760,43.3620130,000AD
2021-1094449,2021-02-12,1,Vente,138000,69,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0423,,,407,,,,,,,,,,1,2,Appartement,30.00,1,,,,,,-1.7720830,43.3731370,000AV
2021-1094540,2021-03-08,1,Vente,139500,15,,RUE D AIZPURDI,80,64700,64260,Hendaye,64,,,64260000AN0063,,,11,,4,,,,,,,,2,2,Appartement,46.00,3,,,,,,-1.7721260,43.3564550,000AN
2021-1094545,2021-03-16,1,Vente,145000,7,,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0770,,,88,33.73,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7606550,43.3629950,000AD
2021-1094554,2021-02-18,1,Vente,233000,4,,RUE PRIORENIA,1890,64700,64260,Hendaye,64,,,64260000AL0264,,,60,66.01,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7829740,43.3497530,000AL
2021-1094573,2021-02-26,1,Vente,165000,13,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0379,,,13,31.11,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7642830,43.3612690,000AO
2021-1094669,2021-03-18,1,Vente,230000,79,B,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0021,,,44,67.78,50,68.77,,,,,,,2,2,Appartement,67.00,4,,,,,,-1.7802990,43.3534660,000AL
2021-1094670,2021-03-19,1,Vente,240000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,99,58.15,,,,,,,,,1,2,Appartement,59.00,3,,,,,,-1.7643690,43.3606700,000AO
2021-1094679,2021-03-19,1,Vente,117500,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,16,27.96,,,,,,,,,1,2,Appartement,36.00,1,,,,,,-1.7739410,43.3721100,000AW
2021-1094706,2021-02-25,1,Vente,206750,28,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0522,,,2,58.73,,,,,,,,,1,2,Appartement,60.00,3,,,,,,-1.7711600,43.3528610,000AI
2021-1094708,2021-02-25,1,Vente,153000,3,,PAS ALLENDE,105,64700,64260,Hendaye,64,,,64260000AM0601,,,12,34.77,,,,,,,,,1,2,Appartement,37.00,2,,,,,,-1.7732650,43.3595160,000AM
2021-1094712,2021-03-15,1,Vente,433000,6,,RUE DE LA LIBERATION,1360,64700,64260,Hendaye,64,,,64260000AN0033,,,3,121.27,,,,,,,,,1,2,Appartement,137.00,4,,,,,,-1.7759230,43.3564180,000AN
2021-1094728,2021-03-24,1,Vente,225000,84,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AX0135,,,172,27.52,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7856290,43.3708810,000AX
2021-1094734,2021-03-24,1,Vente,230000,34,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0144,,,14,,4,83.00,,,,,,,2,2,Appartement,100.00,5,,,,,,-1.7787430,43.3516920,000AL
2021-1094746,2021-03-24,1,Vente,183000,4,,RUE BERECOETCHEA,375,64700,64260,Hendaye,64,,,64260000AR0188,,,132,,144,,,,,,,,2,2,Appartement,68.00,4,,,,,,-1.7648140,43.3671980,000AR
2021-1094812,2021-03-15,1,Vente,379000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,102,,,,,,,,,,1,2,Appartement,102.00,4,,,,,,-1.7643690,43.3606700,000AO
2021-1094823,2021-03-26,1,Vente,226000,58,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AO0016,,,24,55.57,,,,,,,,,1,2,Appartement,54.00,3,,,,,,-1.7664540,43.3600740,000AO
2021-1094837,2021-03-25,1,Vente,177000,34,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0144,,,10,,3,66.75,,,,,,,2,2,Appartement,80.00,5,,,,,,-1.7787430,43.3516920,000AL
2021-1094840,2021-03-25,1,Vente,158000,25,,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0588,,,94,60.21,,,,,,,,,1,2,Appartement,62.00,3,,,,,,-1.7563760,43.3620130,000AD
2021-1094853,2021-03-10,1,Vente,161000,22,,RUE DU JAIZQUIBEL,1240,64700,64260,Hendaye,64,,,64260000AM0068,,,6,28.00,7,,,,,,,,2,2,Appartement,25.00,1,,,,,,-1.7758860,43.3595160,000AM
2021-1094897,2021-03-29,1,Vente,235540,84,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AX0135,,,135,27.26,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7856290,43.3708810,000AX
2021-1094910,2021-03-30,1,Vente,194625,9001,,RUE ANSOENIA,130,64700,64260,Hendaye,64,,,64260000AT0289,,,,,,,,,,,,,0,1,Maison,43.00,3,S,sols,,,80.00,-1.7650140,43.3705000,000AT
2021-1094936,2021-03-26,1,Vente,503000,11,,RUE OURISTYCOLANDA,1680,64700,64260,Hendaye,64,,,64260000AP0103,,,,,,,,,,,,,0,2,Appartement,42.00,3,S,sols,,,545.00,-1.7680810,43.3610970,000AP
2021-1094936,2021-03-26,1,Vente,503000,11,,RUE OURISTYCOLANDA,1680,64700,64260,Hendaye,64,,,64260000AP0103,,,,,,,,,,,,,0,2,Appartement,47.00,2,S,sols,,,545.00,-1.7680810,43.3610970,000AP
2021-1094936,2021-03-26,1,Vente,503000,11,,RUE OURISTYCOLANDA,1680,64700,64260,Hendaye,64,,,64260000AP0103,,,,,,,,,,,,,0,2,Appartement,106.00,4,S,sols,,,545.00,-1.7680810,43.3610970,000AP
2021-1094964,2021-04-01,1,Vente,236500,9,,CHE DE DONGOCHENIA,780,64700,64260,Hendaye,64,,,64260000AD1399,,,7,76.18,,,,,,,,,1,2,Appartement,77.00,4,,,,,,-1.7507530,43.3716010,000AD
2021-1094970,2021-03-15,1,Vente,550000,11,,RUE DE L EGLISE,820,64700,64260,Hendaye,64,,,64260000AM0134,,,,,,,,,,,,,0,2,Appartement,57.00,3,S,sols,,,460.00,-1.7741660,43.3584600,000AM
2021-1094970,2021-03-15,1,Vente,550000,11,,RUE DE L EGLISE,820,64700,64260,Hendaye,64,,,64260000AM0134,,,,,,,,,,,,,0,2,Appartement,49.00,2,S,sols,,,460.00,-1.7741660,43.3584600,000AM
2021-1094970,2021-03-15,1,Vente,550000,11,,RUE DE L EGLISE,820,64700,64260,Hendaye,64,,,64260000AM0134,,,,,,,,,,,,,0,2,Appartement,105.00,6,S,sols,,,460.00,-1.7741660,43.3584600,000AM
2021-1094995,2021-03-15,1,Vente,60000,81,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0440,,,39,21.33,,,,,,,,,1,2,Appartement,22.00,2,,,,,,-1.7805040,43.3533580,000AL
2021-1095001,2021-03-15,1,Vente,130000,1,,RUE HAUTE,1150,64700,64260,Hendaye,64,,,64260000AM0610,,,64,37.60,,,,,,,,,1,2,Appartement,35.00,1,,,,,,-1.7729170,43.3586660,000AM
2021-1095003,2021-02-08,1,Vente,205000,1,,RUE GASCONENIA,1070,64700,64260,Hendaye,64,,,64260000AC0155,,,2,34.25,,,,,,,,,1,2,Appartement,35.00,1,,,,,,-1.7554310,43.3737580,000AC
2021-1095016,2021-03-22,1,Vente,237000,9005,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD1456,,,163,51.75,,,,,,,,,1,2,Appartement,51.00,3,,,,,,-1.7520340,43.3720730,000AD
2021-1095025,2021-03-08,1,Vente,85000,67,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0025,,,35,25.60,,,,,,,,,1,2,Appartement,26.00,2,,,,,,-1.7797310,43.3539160,000AL
2021-1095026,2021-03-31,1,Vente,208500,45,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0373,,,2,56.25,7,,,,,,,,2,2,Appartement,59.00,3,,,,,,-1.7717270,43.3693630,000AV
2021-1095047,2021-03-29,1,Vente,503000,6,,RUE ANDRE HATCHONDO,233,64700,64260,Hendaye,64,,,64260000AR0316,,,,,,,,,,,,,0,1,Maison,107.00,4,S,sols,,,566.00,-1.7624850,43.3642840,000AR
2021-1095055,2021-04-06,1,Vente,156000,7037,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD0037,,,516,33.44,547,,,,,,,,2,2,Appartement,33.00,2,,,,,,-1.7507620,43.3706370,000AD
2021-1095114,2021-03-17,1,Vente,185000,24,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0071,,,108,53.29,,,,,,,,,1,2,Appartement,44.00,3,,,,,,-1.7794790,43.3491660,000AK
2021-1095134,2021-03-15,1,Vente,140000,2,,AV DES MAGNOLIAS,1420,64700,64260,Hendaye,64,,,64260000AW0235,,,128,40.00,68,,,,,,,,2,2,Appartement,40.00,2,,,,,,-1.7741820,43.3716100,000AW
2021-1095140,2021-03-22,1,Vente,373000,9008,,CHE DE LA COTE,700,64700,64260,Hendaye,64,,,64260000AT0404,,,10,113.93,,,,,,,,,1,2,Appartement,167.00,6,,,,,,-1.7646370,43.3710230,000AT
2021-1095149,2021-03-26,1,Vente,212000,1,,RUE DU LAVOIR,1340,64700,64260,Hendaye,64,,,64260000AM0603,,,15,64.07,,,,,,,,,1,2,Appartement,65.00,3,,,,,,-1.7711680,43.3588480,000AM
2021-1095161,2021-04-12,1,Vente,890000,15,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AT0016,,,,,,,,,,,,,0,1,Maison,130.00,8,S,sols,,,282.00,-1.7651200,43.3748500,000AT
2021-1095162,2021-04-07,1,Vente,110000,91,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0012,,,4,39.11,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7811860,43.3529280,000AL
2021-1095183,2021-03-18,1,Vente,340000,17,,RUE BITARTENIA,431,64700,64260,Hendaye,64,,,64260000AI0280,,,4,98.00,,,,,,,,,1,2,Appartement,95.00,4,,,,,,-1.7667210,43.3534570,000AI
2021-1095219,2021-04-13,1,Vente,300000,115,B,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AX0255,,,148,50.62,,,,,,,,,1,2,Appartement,52.00,3,,,,,,-1.7835400,43.3715260,000AX
2021-1095227,2021-03-24,1,Vente,40000,53,,RUE DE L INDUSTRIE,1187,64700,64260,Hendaye,64,,,64260000AH0564,,,4,44.95,,,,,,,,,1,2,Appartement,48.00,2,,,,,,-1.7719460,43.3450480,000AH
2021-1095229,2021-04-02,1,Vente,125000,83,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0236,,,3,25.55,,,,,,,,,1,2,Appartement,25.00,1,,,,,,-1.7768530,43.3724560,000AW
2021-1095235,2021-03-23,1,Vente,900000,26,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0132,,,,,,,,,,,,,0,1,Maison,32.00,1,S,sols,,,1099.00,-1.7778970,43.3520000,000AL
2021-1095235,2021-03-23,1,Vente,900000,26,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0132,,,,,,,,,,,,,0,1,Maison,270.00,8,S,sols,,,1099.00,-1.7778970,43.3520000,000AL
2021-1095281,2021-02-15,1,Vente,228860,34,,RUE DE SANTIAGO,2040,64700,64260,Hendaye,64,,,64260000AL0144,,,6,83.81,,,,,,,,,1,2,Appartement,80.00,5,,,,,,-1.7787430,43.3516920,000AL
2021-1095285,2021-03-18,1,Vente,72000,9001,,PAS PARCHETEGUIA,1730,64700,64260,Hendaye,64,,,64260000AM0317,,,1,31.96,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7707960,43.3594940,000AM
2021-1095297,2021-04-06,1,Vente,360000,6,,RUE ITSASOA,1235,64700,64260,Hendaye,64,,,64260000AR0487,,,,,,,,,,,,,0,1,Maison,72.00,4,S,sols,,,472.00,-1.7648450,43.3653120,000AR
2021-1095300,2021-04-01,1,Vente,359000,21,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AV0034,,,2,99.54,,,,,,,,,1,2,Appartement,86.00,3,,,,,,-1.7698060,43.3721350,000AV
2021-1095321,2021-03-26,1,Vente,120370,35,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0515,,,119,41.92,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7780500,43.3499220,000AK
2021-1095326,2021-04-12,1,Vente,360500,11,,RUE DES CHAMPS,520,64700,64260,Hendaye,64,,,64260000AL0392,,,1,115.43,4,,,,,,,,2,2,Appartement,99.00,5,,,,,,-1.7792690,43.3523440,000AL
2021-1095340,2021-04-13,1,Vente,222400,3,,RUE GASCONENIA,1070,64700,64260,Hendaye,64,,,64260000AC0150,,,5,41.24,8,,,,,,,,2,2,Appartement,48.00,2,,,,,,-1.7551240,43.3739360,000AC
2021-1095342,2021-04-07,1,Vente,277000,20,,RUE DU PONT,1860,64700,64260,Hendaye,64,,,64260000AN0666,,,119,65.09,,,,,,,,,1,2,Appartement,66.00,3,,,,,,-1.7720600,43.3570250,000AN
2021-1095349,2021-04-08,1,Vente,338000,54,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0438,,,3,108.30,4,,,,,,,,2,2,Appartement,80.00,3,,,,,,-1.7724550,43.3710490,000AV
2021-1095375,2021-03-31,1,Vente,120000,15,,RUE D IRANDATZ,1200,64700,64260,Hendaye,64,,,64260000AN0358,,,52,42.72,,,,,,,,,1,2,Appartement,49.00,2,,,,,,-1.7731350,43.3537120,000AN
2021-1095381,2021-03-30,1,Vente,418000,23,,RUE D IRUN,1210,64700,64260,Hendaye,64,,,64260000AV0418,,,238,77.17,272,,,,,,,,2,2,Appartement,84.00,3,,,,,,-1.7729710,43.3729960,000AV
2021-1095416,2021-03-24,1,Vente,117300,5,,RUE OLAZO,1611,64700,64260,Hendaye,64,,,64260000AI0238,,,4,33.12,,,,,,,,,1,2,Appartement,58.00,2,,,,,,-1.7695990,43.3536340,000AI
2021-1095432,2021-03-24,1,Vente,110000,13,,RUE DU PORT,1870,64700,64260,Hendaye,64,,,64260000AM0394,,,2,118.01,,,,,,,,,1,2,Appartement,44.00,3,,,,,,-1.7755060,43.3578260,000AM
2021-1095437,2021-03-26,1,Vente,190200,2,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AW0036,,,109,29.63,,,,,,,,,1,2,Appartement,28.00,1,,,,,,-1.7742530,43.3734560,000AW
2021-1095442,2021-03-25,1,Vente,214050,14,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0253,,,322,51.71,,,,,,,,,1,2,Appartement,63.00,2,,,,,,-1.7802570,43.3494050,000AL
2021-1095483,2021-04-09,1,Vente,230000,37,,RUE D AIZPURDI,80,64700,64260,Hendaye,64,,,64260000AN0093,,,,,,,,,,,,,0,1,Maison,65.00,3,S,sols,,,500.00,-1.7691350,43.3574120,000AN
2021-1095485,2021-04-16,1,Vente,294500,6,,RUE DE LA CONFERENCE,685,64700,64260,Hendaye,64,,,64260000AH0746,,,11,88.08,,,,,,,,,1,1,Maison,89.00,5,,,,,,-1.7677260,43.3438190,000AH
2021-1095492,2021-04-19,1,Vente,128000,15,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0379,,,33,31.23,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7642830,43.3612690,000AO
2021-1095494,2021-04-15,1,Vente,114400,19,,RUE ATABALA,220,64700,64260,Hendaye,64,,,64260000AR0344,,,8,25.90,,,,,,,,,1,2,Appartement,31.00,1,,,,,,-1.7645160,43.3640430,000AR
2021-1095497,2021-04-16,1,Vente,295000,3,,RUE DES MARINS,1455,64700,64260,Hendaye,64,,,64260000AH0517,,,,,,,,,,,,,0,1,Maison,85.00,4,S,sols,,,276.00,-1.7702670,43.3434570,000AH
2021-1095585,2021-04-02,1,Vente,135141,43,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AP0086,,,7,34.13,,,,,,,,,1,2,Appartement,34.00,3,,,,,,-1.7674300,43.3610780,000AP
2021-1095590,2021-04-02,1,Vente,307000,9002,,RUE DE BELCENIA,360,64700,64260,Hendaye,64,,,64260000AM0324,,,2,86.34,,,,,,,,,1,2,Appartement,87.00,4,,,,,,-1.7715900,43.3592470,000AM
2021-1095593,2021-04-27,1,Vente,400000,2,,LOT SAGARDIA,A760,64700,64260,Hendaye,64,,,64260000AO0230,,,,,,,,,,,,,0,1,Maison,126.00,5,S,sols,,,414.00,-1.7634750,43.3615440,000AO
2021-1095614,2021-04-02,1,Vente,97000,23,,RUE DU PORT,1870,64700,64260,Hendaye,64,,,64260000AM0402,,,4,32.28,,,,,,,,,1,2,Appartement,32.00,1,,,,,,-1.7761690,43.3580620,000AM
2021-1095626,2021-04-01,1,Vente,174000,15,,RUE D IRANDATZ,1200,64700,64260,Hendaye,64,,,64260000AN0358,,,41,37.29,,,,,,,,,1,2,Appartement,37.00,2,,,,,,-1.7731350,43.3537120,000AN
2021-1095673,2021-04-26,1,Vente,520000,26,,RUE DES CEDRES,490,64700,64260,Hendaye,64,,,64260000AR0167,,,,,,,,,,,,,0,1,Maison,142.00,6,S,sols,,,647.00,-1.7662390,43.3680140,000AR
2021-1095675,2021-04-27,1,Vente,92000,71,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0265,,,121,16.02,,,,,,,,,1,2,Appartement,15.00,1,,,,,,-1.7732130,43.3730580,000AV
2021-1095683,2021-04-27,1,Vente,245000,8,,RUE DOLEAC,740,64700,64260,Hendaye,64,,,64260000AL0459,,,52,87.45,,,,,,,,,1,2,Appartement,93.00,4,,,,,,-1.7810840,43.3519040,000AL
2021-1095695,2021-04-27,1,Vente,81000,9,,RUE DE SUBERNOA,2110,64700,64260,Hendaye,64,,,64260000AM0469,,,42,14.68,,,,,,,,,1,2,Appartement,48.00,3,,,,,,-1.7699780,43.3592780,000AM
2021-1095718,2021-04-16,1,Vente,138000,7,,CHE DE MARIZABALENIA,1460,64700,64260,Hendaye,64,,,64260000AN0529,,,12,35.77,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7671280,43.3572990,000AN
2021-1095745,2021-04-09,1,Vente,1108000,3,,RUE PIERRE LOTI,1800,64700,64260,Hendaye,64,,,64260000AM0040,,,,,,,,,,,,,0,2,Appartement,33.00,3,S,sols,,,1189.00,-1.7769820,43.3591450,000AM
2021-1095765,2021-04-23,1,Vente,204100,41,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0401,,,23,27.77,,,,,,,,,1,2,Appartement,28.00,2,,,,,,-1.7692970,43.3739410,000AV
2021-1095767,2021-04-27,1,Vente,406000,80,B,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AX0253,,,9,66.13,,,,,,,,,1,2,Appartement,68.00,3,,,,,,-1.7833610,43.3711190,000AX
2021-1095768,2021-04-23,1,Vente,110000,8,,RUE DES CHAMPS,520,64700,64260,Hendaye,64,,,64260000AL0163,,,54,24.10,,,,,,,,,1,2,Appartement,24.00,1,,,,,,-1.7800610,43.3527210,000AL
2021-1095770,2021-05-03,1,Vente,170000,6,,RUE MARIGORRI,1452,64700,64260,Hendaye,64,,,64260000AO0480,,,24,31.58,,,,,,,,,1,2,Appartement,31.00,2,,,,,,-1.7634800,43.3607260,000AO
2021-1095772,2021-04-28,1,Vente,183000,7,,RUE DES CLEMATITES,660,64700,64260,Hendaye,64,,,64260000AV0410,,,59,27.30,,,,,,,,,1,2,Appartement,26.00,1,,,,,,-1.7719320,43.3716690,000AV
2021-1095773,2021-04-26,1,Vente,139000,9,,RUE DE LA BERGERIE,377,64700,64260,Hendaye,64,,,64260000AE0303,,,19,31.18,,,,,,,,,1,2,Appartement,32.00,2,,,,,,-1.7649660,43.3564010,000AE
2021-1095774,2021-04-21,1,Vente,100000,1,,PAS ALLENDE,105,64700,64260,Hendaye,64,,,64260000AM0601,,,32,36.92,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7732650,43.3595160,000AM
2021-1095790,2021-04-21,1,Vente,294200,1,,RUE EROTACILLO,882,64700,64260,Hendaye,64,,,64260000AK0480,,,18,,8,,,,,,,,2,2,Appartement,85.00,3,,,,,,-1.7769230,43.3491360,000AK
2021-1095791,2021-05-04,1,Vente,149500,14,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0253,,,33,32.47,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7802570,43.3494050,000AL
2021-1095795,2021-03-17,1,Vente,258600,7,,RUE AUGUSTE ETCHENAUSIA,915,64700,64260,Hendaye,64,,,64260000AR0180,,,11,46.12,,,,,,,,,1,2,Appartement,45.00,3,,,,,,-1.7636860,43.3647110,000AR
2021-1095836,2021-04-09,1,Vente,218000,13,,RUE DU PORT,1870,64700,64260,Hendaye,64,,,64260000AM0394,,,7,45.75,,,,,,,,,1,2,Appartement,48.00,3,,,,,,-1.7755060,43.3578260,000AM
2021-1095875,2021-04-26,1,Vente,216900,63,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0027,,,21,52.54,,,,,,,,,1,2,Appartement,55.00,3,,,,,,-1.7793210,43.3541880,000AL
2021-1095926,2021-05-07,1,Vente,163340,11,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0253,,,93,34.77,,,,,,,,,1,2,Appartement,34.00,3,,,,,,-1.7702300,43.3601030,000AM
2021-1095936,2021-04-15,1,Vente,175000,5,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0403,,,204,43.39,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7642790,43.3692690,000AT
2021-1095937,2021-04-14,1,Vente,180000,1,,RUE DE SAINT JEAN DE LUZ,2010,64700,64260,Hendaye,64,,,64260000AT0001,,,1,28.70,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7687770,43.3737990,000AT
2021-1095939,2021-04-12,1,Vente,126400,3,,RUE DES EVADES,930,64700,64260,Hendaye,64,,,64260000AN0418,,,13,46.49,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7762500,43.3556920,000AN
