id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2019-971015,2019-07-29,1,Vente,126000,27,,RUE LOUIS XIV,1405,64700,64260,Hendaye,64,,,64260000AH0665,,,1,,11,66.54,,,,,,,2,2,Appartement,60.00,3,,,,,,-1.7652930,43.3445420,000AH
2019-971020,2019-07-17,1,Vente,226980,7037,,CHE DE SOPITE,2100,64700,64260,Hendaye,64,,,64260000AD0037,,,416,64.54,461,,,,,,,,2,2,Appartement,64.00,3,,,,,,-1.7507620,43.3706370,000AD
2019-971025,2019-07-19,1,Vente,124300,51,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AT0438,,,15,32.20,,,,,,,,,1,2,Appartement,32.00,1,,,,,,-1.7668770,43.3737820,000AT
2019-971027,2019-07-08,1,Vente,460000,8,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0097,,,6,,,,,,,,,,1,2,Appartement,105.00,3,,,,,,-1.7765810,43.3540180,000AL
2019-971029,2019-07-31,1,Vente,42000,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,69,13.60,,,,,,,,,1,2,Appartement,17.00,1,,,,,,-1.7739410,43.3721100,000AW
2019-971032,2019-07-22,1,Vente,128000,35,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0515,,,86,42.73,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7780500,43.3499220,000AK
2019-971033,2019-07-24,1,Vente,241000,40,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0140,,,669,47.15,,,,,,,,,1,2,Appartement,48.00,2,,,,,,-1.7753760,43.3725320,000AW
2019-971034,2019-08-02,1,Vente,148000,1,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0500,,,60,47.41,,,,,,,,,1,2,Appartement,48.00,2,,,,,,-1.7827030,43.3514360,000AL
2019-971042,2019-07-30,1,Vente,238000,35,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0515,,,124,67.18,,,,,,,,,1,2,Appartement,67.00,3,,,,,,-1.7780500,43.3499220,000AK
2019-971046,2019-07-29,1,Vente,14489,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,24,,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7458800,43.3748420,000AB
2019-971047,2019-07-29,2,Vente,14928,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,59,,,,,,,,,,1,2,Appartement,29.00,2,,,,,,-1.7458800,43.3748420,000AB
2019-971048,2019-07-29,3,Vente,14489,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,58,,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7458800,43.3748420,000AB
2019-971048,2019-07-29,4,Vente,14489,9001,,RES ASCOUBIA II,A011,64700,64260,Hendaye,64,,,64260000AB0490,,,25,,,,,,,,,,1,2,Appartement,27.00,2,,,,,,-1.7458800,43.3748420,000AB
2019-971051,2019-08-02,1,Vente,450000,25,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0336,,,2,173.77,,,,,,,,,1,2,Appartement,168.00,4,,,,,,-1.7780370,43.3504120,000AK
2019-971051,2019-08-02,1,Vente,450000,25,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0336,,,2,173.77,,,,,,,,,1,1,Maison,32.00,0,,,,,,-1.7780370,43.3504120,000AK
2019-971056,2019-07-25,1,Vente,195000,69,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AV0423,,,408,68.13,,,,,,,,,1,2,Appartement,67.00,3,,,,,,-1.7720830,43.3731370,000AV
2019-971057,2019-07-18,1,Vente,95000,35,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0515,,,100,28.72,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7780500,43.3499220,000AK
2019-971058,2019-07-16,1,Vente,290500,9001,,CHE DE BIANTENIA,380,64700,64260,Hendaye,64,,,64260000AO0306,,,65,80.53,,,,,,,,,1,2,Appartement,81.00,4,,,,,,-1.7656160,43.3589190,000AO
2019-971060,2019-07-16,1,Vente,213500,9001,,RUE POTENIA,1880,64700,64260,Hendaye,64,,,64260000AS0163,,,8,46.72,,,,,,,,,1,2,Appartement,46.00,3,,,,,,-1.7602100,43.3729350,000AS
2019-971064,2019-07-15,1,Vente,247000,44,,RUE DE BARRANDEGUY,265,64700,64260,Hendaye,64,,,64260000AN0672,,,9,75.74,,,,,,,,,1,2,Appartement,77.00,4,,,,,,-1.7676880,43.3566590,000AN
2019-971067,2019-08-07,1,Vente,212000,11,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0377,,,24,,42,57.72,,,,,,,2,2,Appartement,58.00,3,,,,,,-1.7739950,43.3537410,000AN
2019-971072,2019-07-31,1,Vente,210000,40,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0247,,,737,54.94,,,,,,,,,1,2,Appartement,54.00,2,,,,,,-1.7747020,43.3725920,000AW
2019-971077,2019-07-30,1,Vente,283000,5,,RUE ERROKERIA,860,64700,64260,Hendaye,64,,,64260000AM0241,,,,,,,,,,,,,0,1,Maison,55.00,3,S,sols,,,315.00,-1.7710270,43.3603740,000AM
2019-971079,2019-08-13,1,Vente,137000,2,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0440,,,86,37.82,,,,,,,,,1,2,Appartement,39.00,2,,,,,,-1.7793820,43.3506970,000AK
2019-971088,2019-07-09,1,Vente,171000,24,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0071,,,10,,20,,,,,,,,2,2,Appartement,66.00,4,,,,,,-1.7794790,43.3491660,000AK
2019-971129,2019-08-02,1,Vente,163000,1,B,RUE DU TUNNEL,2200,64700,64260,Hendaye,64,,,64260000AN0103,,,125,49.55,,,,,,,,,1,2,Appartement,51.00,2,,,,,,-1.7700130,43.3582520,000AN
2019-971124,2019-08-08,1,Vente,275000,21,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AV0034,,,1,83.92,,,,,,,,,1,2,Appartement,86.00,3,,,,,,-1.7698060,43.3721350,000AV
2019-971133,2019-08-02,1,Vente,145000,8,,RUE DE BELCENIA,360,64700,64260,Hendaye,64,,,64260000AM0604,,,171,48.85,,,,,,,,,1,2,Appartement,50.00,3,,,,,,-1.7712550,43.3600010,000AM
2019-971134,2019-08-06,1,Vente,127500,33,,RUE AICHE EGINA,50,64700,64260,Hendaye,64,,,64260000AK0169,,,2,34.45,,,,,,,,,1,2,Appartement,37.00,2,,,,,,-1.7744770,43.3498320,000AK
2019-971135,2019-08-02,1,Vente,200000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,260,56.07,,,,,,,,,1,2,Appartement,60.00,2,,,,,,-1.7643690,43.3606700,000AO
2019-971140,2019-08-20,1,Vente,257000,29,B,RUE D AIZPURDI,80,64700,64260,Hendaye,64,,,64260000AN0751,,,1,127.24,,,,,,,,,1,2,Appartement,122.00,5,,,,,,-1.7701290,43.3570790,000AN
2019-971142,2019-08-05,1,Vente,181700,151,,BD DE L EMPEREUR,840,64700,64260,Hendaye,64,,,64260000AD0288,,,6,44.58,,,,,,,,,1,2,Appartement,48.00,3,,,,,,-1.7557450,43.3700050,000AD
2019-971146,2019-08-02,1,Vente,150000,56,,RUE ELISSACILIO,829,64700,64260,Hendaye,64,,,64260000AS0079,,,10,45.59,5,,,,,,,,2,2,Appartement,49.00,3,,,,,,-1.7619380,43.3753310,000AS
2019-971162,2019-08-08,1,Vente,152215,35,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0515,,,123,42.56,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7780500,43.3499220,000AK
2019-971167,2019-08-21,1,Vente,204000,9001,,RUE DE LA GARE,1060,64700,64260,Hendaye,64,,,64260000AY0017,,,,,,,,,,,,,0,2,Appartement,69.00,3,S,sols,,,273.00,-1.7811760,43.3533060,000AY
2019-971167,2019-08-21,1,Vente,204000,9001,,RUE DE LA GARE,1060,64700,64260,Hendaye,64,,,64260000AY0017,,,,,,,,,,,,,0,2,Appartement,66.00,3,S,sols,,,273.00,-1.7811760,43.3533060,000AY
2019-971167,2019-08-21,1,Vente,204000,9001,,RUE DE LA GARE,1060,64700,64260,Hendaye,64,,,64260000AY0017,,,,,,,,,,,,,0,2,Appartement,58.00,3,S,sols,,,273.00,-1.7811760,43.3533060,000AY
2019-971167,2019-08-21,1,Vente,204000,9001,,RUE DE LA GARE,1060,64700,64260,Hendaye,64,,,64260000AY0017,,,,,,,,,,,,,0,2,Appartement,99.00,4,S,sols,,,273.00,-1.7811760,43.3533060,000AY
2019-971179,2019-08-22,1,Vente,150580,3,,RUE GUERNICA,1125,64700,64260,Hendaye,64,,,64260000AK0213,,,12,50.40,,,,,,,,,1,2,Appartement,51.00,2,,,,,,-1.7715260,43.3529250,000AK
2019-971182,2019-09-02,1,Vente,150000,1,,RUE DU PONT,1860,64700,64260,Hendaye,64,,,64260000AN0056,,,27,41.19,,,,,,,,,1,2,Appartement,37.00,3,,,,,,-1.7727120,43.3574170,000AN
2019-971187,2019-09-09,1,Vente,174000,9040,,RTE DE LA CORNICHE,690,64700,64260,Hendaye,64,,,64260000AS0155,,,1,49.18,3,,,,,,,,2,2,Appartement,50.00,3,,,,,,-1.7610960,43.3739440,000AS
2019-971188,2019-09-09,1,Vente,49405,35,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0217,,,16,22.68,,,,,,,,,1,2,Appartement,40.00,1,,,,,,-1.7807850,43.3525300,000AL
2019-971192,2019-08-14,1,Vente,260000,19,,RUE DU SIEGE,2085,64700,64260,Hendaye,64,,,64260000AH0253,,,62,,,,,,,,,,1,1,Maison,87.00,5,,,,,,-1.7682660,43.3445910,000AH
2019-971196,2019-09-11,1,Vente,222840,5,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AN0256,,,3,66.07,33,,,,,,,,2,2,Appartement,66.00,3,,,,,,-1.7738720,43.3547060,000AN
2019-971200,2019-07-02,1,Vente,100000,40,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0247,,,752,,,,,,,,,,1,2,Appartement,66.00,2,,,,,,-1.7747020,43.3725920,000AW
2019-971202,2019-08-27,1,Vente,124000,42,,RUE BIGARENA,420,64700,64260,Hendaye,64,,,64260000AK0379,,,101,44.61,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7741180,43.3503760,000AK
2019-971206,2019-08-27,1,Vente,27500,7,,RUE NOUVELLE,1600,64700,64260,Hendaye,64,,,64260000AN0374,,,160,42.66,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7740900,43.3541050,000AN
2019-971207,2019-08-29,1,Vente,305000,7,,RUE DOMINIQUE TESTAVIN,2155,64700,64260,Hendaye,64,,,64260000AD1016,,,,,,,,,,,,,0,1,Maison,94.00,5,S,sols,,,151.00,-1.7598060,43.3656050,000AD
2019-971208,2019-08-28,1,Vente,165000,27,,RUE DES SERINGATS,2070,64700,64260,Hendaye,64,,,64260000AT0051,,,122,45.01,,,,,,,,,1,2,Appartement,46.00,2,,,,,,-1.7645610,43.3725550,000AT
2019-971210,2019-09-11,1,Vente,60000,77,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0022,,,11,,7,91.28,,,,,,,2,2,Appartement,71.00,3,,,,,,-1.7800930,43.3535820,000AL
2019-971211,2019-08-29,1,Vente,144000,18,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0402,,,2,33.17,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7638870,43.3618740,000AO
2019-971215,2019-09-10,1,Vente,186130,7,,RUE DES CLEMATITES,660,64700,64260,Hendaye,64,,,64260000AV0410,,,55,33.73,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7719320,43.3716690,000AV
2019-971217,2019-08-27,1,Vente,125000,67,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0025,,,52,37.04,,,,,,,,,1,2,Appartement,38.00,2,,,,,,-1.7797310,43.3539160,000AL
2019-971234,2019-09-18,1,Vente,369000,14,,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AS0294,,,,,,,,,,,,,0,1,Maison,110.00,4,S,sols,,,346.00,-1.7596550,43.3723210,000AS
2019-971238,2019-08-30,1,Vente,447000,9,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0378,,,,,,,,,,,,,0,1,Maison,103.00,5,S,sols,,,830.00,-1.7647380,43.3610320,000AO
2019-971242,2019-09-13,1,Vente,324000,9,,RUE CHINCHOENIA,584,64700,64260,Hendaye,64,,,64260000AN0131,,,6,81.92,,,,,,,,,1,1,Maison,85.00,4,,,,,,-1.7669390,43.3569970,000AN
2019-971247,2019-09-03,1,Vente,71000,9001,,RES REGINA,A740,64700,64260,Hendaye,64,,,64260000AV0218,,,50,12.53,,,,,,,,,1,2,Appartement,13.00,1,,,,,,-1.7732060,43.3720650,000AV
2019-971248,2019-09-18,1,Vente,170000,35,,RUE LOUIS XIV,1405,64700,64260,Hendaye,64,,,64260000AH0665,,,104,80.78,80,,,,,,,,2,2,Appartement,79.00,4,,,,,,-1.7652930,43.3445420,000AH
2019-971249,2019-09-19,1,Vente,75000,9001,,RES ASCOUBIA I,A010,64700,64260,Hendaye,64,,,64260000AB0491,,,29,37.54,,,,,,,,,1,2,Appartement,29.00,2,,,,,,-1.7437100,43.3727200,000AB
2019-971250,2019-09-16,1,Vente,152490,2,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0440,,,90,41.00,,,,,,,,,1,2,Appartement,41.00,2,,,,,,-1.7793820,43.3506970,000AK
2019-971253,2019-09-20,1,Vente,349000,12,,RUE DE BARRANDEGUY,265,64700,64260,Hendaye,64,,,64260000AN0306,,,,,,,,,,,,,0,1,Maison,107.00,5,S,sols,,,496.00,-1.7717410,43.3546840,000AN
2019-971261,2019-09-04,1,Vente,117000,8,,PAS PARCHETEGUIA,1730,64700,64260,Hendaye,64,,,64260000AM0316,,,3,35.60,,,,,,,,,1,2,Appartement,36.00,2,,,,,,-1.7707140,43.3594780,000AM
2019-971264,2019-09-05,1,Vente,315000,1,,RUE SAN MARTIAL,2018,64700,64260,Hendaye,64,,,64260000AI0228,,,,,,,,,,,,,0,1,Maison,111.00,5,S,sols,,,734.00,-1.7685420,43.3544410,000AI
2019-971266,2019-08-31,1,Vente,195000,19,,RUE D ARMATONDE,170,64700,64260,Hendaye,64,,,64260000AC0146,,,54,48.62,,,,,,,,,1,2,Appartement,49.00,2,,,,,,-1.7555840,43.3745130,000AC
2019-971268,2019-09-23,1,Vente,212304,6,,RUE DES CHAMPS,520,64700,64260,Hendaye,64,,,64260000AL0163,,,44,63.76,,,,,,,,,1,2,Appartement,64.00,3,,,,,,-1.7800610,43.3527210,000AL
2019-971272,2019-09-13,1,Vente,118000,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,10,26.26,,,,,,,,,1,2,Appartement,29.00,1,,,,,,-1.7739410,43.3721100,000AW
2019-971275,2019-08-30,1,Vente,232900,8,,RUE DES CHEVREFEUILLES,580,64700,64260,Hendaye,64,,,64260000AV0200,,,33,41.13,,,,,,,,,1,2,Appartement,40.00,2,,,,,,-1.7716770,43.3729180,000AV
2019-971277,2019-08-30,1,Vente,192000,2,,RUE DES ACACIAS,20,64700,64260,Hendaye,64,,,64260000AV0415,,,97,32.07,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7730400,43.3708740,000AV
2019-971284,2019-09-24,1,Vente,98400,43,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0219,,,9,45.08,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7812560,43.3523270,000AL
2019-971290,2019-09-17,1,Vente,123000,9614,,CHE DE TEILLERIA,2131,64700,64260,Hendaye,64,,,64260000AO0471,,,166,,,,,,,,,,1,2,Appartement,35.00,2,,,,,,-1.7643690,43.3606700,000AO
2019-971299,2019-09-27,1,Vente,132000,55,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0032,,,2,65.40,,,,,,,,,1,2,Appartement,75.00,4,,,,,,-1.7730800,43.3499400,000AK
2019-971309,2019-09-24,1,Vente,185000,52,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AK0479,,,31,,,,,,,,,,1,2,Appartement,84.00,4,,,,,,-1.7759130,43.3491110,000AK
2019-971320,2019-09-30,1,Vente,115000,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,14,,,,,,,,,,1,2,Appartement,27.00,1,,,,,,-1.7739410,43.3721100,000AW
2019-971324,2019-09-20,1,Vente,160000,61,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AV0177,,,32,41.31,,,,,,,,,1,2,Appartement,30.00,2,,,,,,-1.7730900,43.3710560,000AV
2019-971337,2019-09-12,1,Vente,430000,14,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0554,,,,,,,,,,,,,0,1,Maison,180.00,4,S,sols,,,503.00,-1.7696490,43.3597850,000AM
2019-971344,2019-09-13,1,Vente,348900,16,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0555,,,2,,,,,,,,,,1,1,Maison,102.00,4,,,,,,-1.7695290,43.3595990,000AM
2019-971345,2019-09-16,1,Vente,250000,9005,,CHE ASCOUBE FAGADY,190,64700,64260,Hendaye,64,,,64260000AB0489,,,22,82.68,,,,,,,,,1,2,Appartement,81.00,4,,,,,,-1.7448760,43.3763380,000AB
2019-971347,2019-09-30,1,Vente,248000,5,,RUE MAZARIN,1485,64700,64260,Hendaye,64,,,64260000AH0253,,,48,103.72,,,,,,,,,1,1,Maison,81.00,4,,,,,,-1.7682660,43.3445910,000AH
2019-971350,2019-10-01,1,Vente,160000,1,,RUE HELENE BOUCHER,1165,64700,64260,Hendaye,64,,,64260000AT0418,,,63,,,,,,,,,,1,2,Appartement,49.00,2,,,,,,-1.7620220,43.3708340,000AT
2019-971358,2019-09-27,1,Vente,104200,8,,PAS PARCHETEGUIA,1730,64700,64260,Hendaye,64,,,64260000AM0316,,,2,28.79,,,,,,,,,1,2,Appartement,36.00,2,,,,,,-1.7707140,43.3594780,000AM
2019-971359,2019-10-02,1,Vente,413000,46,,RUE DE BARRANDEGUY,265,64700,64260,Hendaye,64,,,64260000AN0127,,,2,159.07,,,,,,,,,1,1,Maison,143.00,6,S,sols,,,460.00,-1.7673960,43.3571690,000AN
2019-971361,2019-10-07,1,Vente,132000,14,,AV DES ALLEES,100,64700,64260,Hendaye,64,,,64260000AN0409,,,16,,7,54.92,,,,,,,2,2,Appartement,60.00,3,,,,,,-1.7745760,43.3560630,000AN
2019-971362,2019-10-02,1,Vente,158000,19,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0258,,,2,32.50,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7696290,43.3604140,000AM
2019-971364,2019-09-20,1,Vente,135000,15,,RUE D IRANDATZ,1200,64700,64260,Hendaye,64,,,64260000AN0358,,,56,42.90,,,,,,,,,1,2,Appartement,41.00,2,,,,,,-1.7731350,43.3537120,000AN
2019-971367,2019-09-23,1,Vente,147250,21,,RUE DES CHASSEURS,532,64700,64260,Hendaye,64,,,64260000AE0651,,,1,41.09,,,,,,,,,1,2,Appartement,41.00,2,,,,,,-1.7626790,43.3565580,000AE
2019-971369,2019-09-24,1,Vente,180000,19,,RUE ATABALA,220,64700,64260,Hendaye,64,,,64260000AR0344,,,33,69.65,,,,,,,,,1,2,Appartement,70.00,3,,,,,,-1.7645160,43.3640430,000AR
2019-971371,2019-10-15,1,Vente,150000,27,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0033,,,6,,,,,,,,,,1,2,Appartement,45.00,2,,,,,,-1.7694710,43.3515800,000AI
2019-971376,2019-10-17,1,Vente,140000,4,,RUE PRIORENIA,1890,64700,64260,Hendaye,64,,,64260000AL0264,,,59,,,,,,,,,,1,2,Appartement,51.00,2,,,,,,-1.7829740,43.3497530,000AL
2019-971377,2019-08-20,1,Vente,199000,9001,,RUE ANSOENIA,130,64700,64260,Hendaye,64,,,64260000AT0282,,,,,,,,,,,,,0,1,Maison,43.00,3,S,sols,,,83.00,-1.7654370,43.3705490,000AT
2019-971384,2019-09-27,1,Vente,135265,18,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0402,,,19,34.52,,,,,,,,,1,2,Appartement,34.00,2,,,,,,-1.7638870,43.3618740,000AO
2019-971392,2019-10-15,1,Vente,174000,2,,RUE DES CHENES,570,64700,64260,Hendaye,64,,,64260000AK0440,,,97,47.23,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7793820,43.3506970,000AK
2019-971399,2019-10-10,1,Vente,118000,31,,RUE DU PORT,1870,64700,64260,Hendaye,64,,,64260000AM0014,,,4,78.92,7,,,,,,,,2,2,Appartement,73.00,2,,,,,,-1.7766700,43.3582110,000AM
2019-971400,2019-10-09,1,Vente,245000,11,,RUE DES FERMES,960,64700,64260,Hendaye,64,,,64260000AM0253,,,39,61.00,,,,,,,,,1,2,Appartement,61.00,3,,,,,,-1.7702300,43.3601030,000AM
2019-971402,2019-10-07,1,Vente,423000,8,,RUE DES EVADES,930,64700,64260,Hendaye,64,,,64260000AN0437,,,1,,,,,,,,,,1,1,Maison,104.00,5,,,,,,-1.7762910,43.3552050,000AN
2019-971403,2019-10-17,1,Vente,117000,5,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0403,,,47,,,,,,,,,,1,2,Appartement,29.00,2,,,,,,-1.7642790,43.3692690,000AT
2019-971414,2019-09-30,1,Vente,180000,1,,RUE GASCONENIA,1070,64700,64260,Hendaye,64,,,64260000AC0154,,,101,41.56,,,,,,,,,1,2,Appartement,39.00,1,,,,,,-1.7551970,43.3737190,000AC
2019-971418,2019-10-14,1,Vente,257000,9010,,RUE DOMINGOENIA,750,64700,64260,Hendaye,64,,,64260000AO0238,,,,,,,,,,,,,0,1,Maison,91.00,4,S,sols,,,389.00,-1.7626420,43.3610760,000AO
2019-971423,2019-10-11,1,Vente,135000,63,,BD DU GENERAL DE GAULLE,1090,64700,64260,Hendaye,64,,,64260000AL0027,,,14,,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7793210,43.3541880,000AL
2019-971432,2019-09-28,1,Vente,218600,7,,RUE AUGUSTE ETCHENAUSIA,915,64700,64260,Hendaye,64,,,64260000AR0180,,,14,49.22,,,,,,,,,1,2,Appartement,45.00,3,,,,,,-1.7636860,43.3647110,000AR
2019-971438,2019-10-03,1,Vente,196810,3,,CHE DE LA COTE,700,64700,64260,Hendaye,64,,,64260000AT0245,,,12,,,,,,,,,,1,2,Appartement,44.00,2,,,,,,-1.7643560,43.3713140,000AT
2019-971439,2019-10-02,1,Vente,210000,18,,RUE AICHE EGINA,50,64700,64260,Hendaye,64,,,64260000AK0317,,,11,,18,,6,,,,,,3,2,Appartement,67.00,4,,,,,,-1.7758560,43.3498800,000AK
2019-971442,2019-10-15,1,Vente,380000,85,,BD DU GENERAL LECLERC,1100,64700,64260,Hendaye,64,,,64260000AW0045,,,13,137.53,,,,,,,,,1,2,Appartement,96.00,4,,,,,,-1.7735760,43.3719800,000AW
2019-971443,2019-10-15,1,Vente,130000,2,,RUE DE BELCENIA,360,64700,64260,Hendaye,64,,,64260000AM0604,,,51,39.98,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7712550,43.3600010,000AM
2019-971451,2019-09-30,1,Vente,131000,14,,RUE DE BEHOBIE,320,64700,64260,Hendaye,64,,,64260000AL0253,,,275,32.94,,,,,,,,,1,2,Appartement,33.00,2,,,,,,-1.7802570,43.3494050,000AL
2019-971453,2019-10-02,1,Vente,188900,115,,BD DE LA MER,1490,64700,64260,Hendaye,64,,,64260000AX0255,,,118,26.02,,,,,,,,,1,2,Appartement,28.00,2,,,,,,-1.7835400,43.3715260,000AX
2019-971454,2019-10-23,1,Vente,83000,7,,AV DES MIMOSAS,1510,64700,64260,Hendaye,64,,,64260000AW0243,,,11,,,,,,,,,,1,2,Appartement,24.00,1,,,,,,-1.7739410,43.3721100,000AW
2019-971471,2019-10-28,1,Vente,271814,19,,RUE ATABALA,220,64700,64260,Hendaye,64,,,64260000AR0344,,,9,,,,,,,,,,1,2,Appartement,92.00,4,,,,,,-1.7645160,43.3640430,000AR
2019-971474,2019-11-04,1,Vente,327000,4,,RUE DE LA LIBERATION,1360,64700,64260,Hendaye,64,,,64260000AN0035,,,,,,,,,,,,,0,1,Maison,82.00,3,S,sols,,,484.00,-1.7757040,43.3562980,000AN
2019-971476,2019-10-16,1,Vente,160000,40,,RUE DU COMMERCE,680,64700,64260,Hendaye,64,,,64260000AL0457,,,18,69.94,,,,,,,,,1,2,Appartement,71.00,3,,,,,,-1.7811310,43.3528530,000AL
2019-971477,2019-10-14,1,Vente,102000,7,,RUE D ORIO,1651,64700,64260,Hendaye,64,,,64260000AD0770,,,93,,,,,,,,,,1,2,Appartement,42.00,2,,,,,,-1.7606550,43.3629950,000AD
2019-971478,2019-10-28,1,Vente,150000,1,,RUE GASCONENIA,1070,64700,64260,Hendaye,64,,,64260000AC0155,,,2,,,,,,,,,,1,2,Appartement,35.00,1,,,,,,-1.7554310,43.3737580,000AC
2019-971488,2019-10-24,1,Vente,100000,5,,AV DE LISSARDY,1380,64700,64260,Hendaye,64,,,64260000AT0403,,,61,,,,,,,,,,1,2,Appartement,29.00,2,,,,,,-1.7642790,43.3692690,000AT
2019-971493,2019-10-21,1,Vente,399000,35,,RUE HAPETENIA,1145,64700,64260,Hendaye,64,,,64260000AI0105,,,6,,,,,,,,,,1,1,Maison,97.00,4,S,sols,,,724.00,-1.7695190,43.3509790,000AI
2019-971494,2019-10-21,1,Vente,305000,2,,RUE DU TUNNEL,2200,64700,64260,Hendaye,64,,,64260000AN0693,,,13,,,,,,,,,,1,2,Appartement,140.00,7,,,,,,-1.7717290,43.3575530,000AN
2019-971495,2019-10-21,1,Vente,250000,2,,AV DES MAGNOLIAS,1420,64700,64260,Hendaye,64,,,64260000AW0235,,,188,,,,,,,,,,1,2,Appartement,59.00,3,,,,,,-1.7741820,43.3716100,000AW
2019-971501,2019-10-31,1,Vente,177500,9009,,RUE ANSOENIA,130,64700,64260,Hendaye,64,,,64260000AV0449,,,12,45.68,,,,,,,,,1,2,Appartement,47.00,3,,,,,,-1.7657090,43.3691070,000AV
2019-971502,2019-10-24,1,Vente,337535,11,,RUE DE LA BERGERIE,377,64700,64260,Hendaye,64,,,64260000AE0302,,,,,,,,,,,,,0,1,Maison,99.00,3,S,sols,,,1016.00,-1.7644060,43.3564250,000AE
